finalWorth,age,cpi_change_country,gdp_country,total_tax_rate_country,population_country,selfMade
211000,74,1.1,2.71552E+12,60.7,67059887,FALSE
180000,51,7.5,2.14277E+13,36.6,328239523,TRUE
114000,59,7.5,2.14277E+13,36.6,328239523,TRUE
107000,78,7.5,2.14277E+13,36.6,328239523,TRUE
106000,92,7.5,2.14277E+13,36.6,328239523,TRUE
104000,67,7.5,2.14277E+13,36.6,328239523,TRUE
94500,81,7.5,2.14277E+13,36.6,328239523,TRUE
93000,83,3.6,1.25829E+12,55.1,126014024,TRUE
83400,65,7.7,2.611E+12,49.7,1366417754,FALSE
80700,67,7.5,2.14277E+13,36.6,328239523,TRUE
80500,69,1.1,2.71552E+12,60.7,67059887,FALSE
79200,50,7.5,2.14277E+13,36.6,328239523,TRUE
77300,87,0.7,1.39412E+12,47,47076781,TRUE
76000,49,7.5,2.14277E+13,36.6,328239523,TRUE
68000,68,2.9,1.991E+13,59.2,1397715000,TRUE
64400,38,7.5,2.14277E+13,36.6,328239523,TRUE
59000,87,7.5,2.14277E+13,36.6,328239523,FALSE
59000,60,7.5,2.14277E+13,36.6,328239523,FALSE
58800,74,7.5,2.14277E+13,36.6,328239523,FALSE
57600,78,7.5,2.14277E+13,36.6,328239523,FALSE
56700,73,7.5,2.14277E+13,36.6,328239523,FALSE
54400,65,1.9,1.73643E+12,24.5,36991981,FALSE
50100,58,7.5,2.14277E+13,36.6,328239523,TRUE
47200,60,7.7,2.611E+12,49.7,1366417754,TRUE
45100,85,7.5,2.14277E+13,36.6,328239523,TRUE
45000,39,2.9,1.991E+13,59.2,1397715000,TRUE
42900,83,1.4,3.84563E+12,48.8,83132799,FALSE
40100,86,1.1,2.71552E+12,60.7,67059887,TRUE
39100,85,0.4,7.03082E+11,28.8,8574832,FALSE
38900,58,1.4,5.29607E+11,55.4,11484055,FALSE
38300,83,7.5,2.14277E+13,36.6,328239523,FALSE
38300,87,7.5,2.14277E+13,36.6,328239523,FALSE
38000,94,,,,,TRUE
35300,51,2.9,1.991E+13,59.2,1397715000,TRUE
35000,77,7.5,2.14277E+13,36.6,328239523,FALSE
35000,54,7.5,2.14277E+13,36.6,328239523,TRUE
34700,30,1.5,4.46315E+11,51.4,8877067,FALSE
33400,54,2.9,1.991E+13,59.2,1397715000,TRUE
32600,74,0.5,5.08177E+12,46.7,126226568,TRUE
32100,65,1.7,2.82711E+12,30.6,66834405,TRUE
31600,74,7.5,2.14277E+13,36.6,328239523,FALSE
31600,72,7.5,2.14277E+13,36.6,328239523,FALSE
31200,82,0.4,7.03082E+11,28.8,8574832,TRUE
31200,78,0.4,7.03082E+11,28.8,8574832,TRUE
30200,43,2.9,1.991E+13,59.2,1397715000,TRUE
29700,87,1.4,3.84563E+12,48.8,83132799,TRUE
29500,95,,,,,TRUE
28500,64,7.5,2.14277E+13,36.6,328239523,TRUE
28100,84,7.5,2.14277E+13,36.6,328239523,TRUE
27800,76,7.5,2.14277E+13,36.6,328239523,TRUE
27400,60,1.4,3.84563E+12,48.8,83132799,FALSE
27000,69,1.6,1.39268E+12,47.4,25766605,FALSE
26700,51,2.9,1.991E+13,59.2,1397715000,TRUE
26600,69,3.6,1.25829E+12,55.1,126014024,FALSE
25600,77,7.7,2.611E+12,49.7,1366417754,TRUE
25500,74,3,1.11919E+12,30.1,270203917,TRUE
25300,78,7.5,2.14277E+13,36.6,328239523,TRUE
25200,51,-1.9,4.21142E+11,15.9,9770529,TRUE
24600,56,1.4,3.84563E+12,48.8,83132799,FALSE
24400,52,7.5,2.14277E+13,36.6,328239523,FALSE
24200,82,3,1.11919E+12,30.1,270203917,FALSE
23700,62,4.5,1.69988E+12,46.2,144373535,TRUE
23500,58,2.9,1.991E+13,59.2,1397715000,TRUE
23400,80,2.9,1.991E+13,59.2,1397715000,TRUE
23100,80,2.6,2.82318E+11,34,18952038,FALSE
23100,83,3,1.11919E+12,30.1,270203917,FALSE
22900,70,1.7,2.82711E+12,30.6,66834405,TRUE
22600,81,7.7,2.611E+12,49.7,1366417754,FALSE
22400,65,0.5,5.08177E+12,46.7,126226568,TRUE
22100,66,4.5,1.69988E+12,46.2,144373535,TRUE
22000,52,1.1,2.71552E+12,60.7,67059887,FALSE
21600,61,7.5,2.14277E+13,36.6,328239523,FALSE
21600,67,4.5,1.69988E+12,46.2,144373535,TRUE
21200,36,7.5,2.14277E+13,36.6,328239523,FALSE
21200,52,2.9,1.991E+13,59.2,1397715000,TRUE
21100,60,7.5,2.14277E+13,36.6,328239523,TRUE
21000,90,7.5,2.14277E+13,36.6,328239523,FALSE
21000,77,0.5,5.08177E+12,46.7,126226568,TRUE
20900,57,4.5,1.69988E+12,46.2,144373535,TRUE
20500,72,4.5,1.69988E+12,46.2,144373535,TRUE
20200,84,7.5,2.14277E+13,36.6,328239523,TRUE
19600,61,1.6,1.39268E+12,47.4,25766605,TRUE
19100,73,7.5,2.14277E+13,36.6,328239523,TRUE
19000,59,2.9,1.991E+13,59.2,1397715000,TRUE
19000,55,2.9,1.991E+13,59.2,1397715000,TRUE
18900,72,,7184844193,,38964,FALSE
18900,57,2.9,1.991E+13,59.2,1397715000,TRUE
18700,57,2.9,1.991E+13,59.2,1397715000,TRUE
18500,77,7.5,2.14277E+13,36.6,328239523,TRUE
18500,65,7.5,2.14277E+13,36.6,328239523,TRUE
18500,70,4.5,1.69988E+12,46.2,144373535,TRUE
18000,61,7.5,2.14277E+13,36.6,328239523,TRUE
17700,72,1.7,2.82711E+12,30.6,66834405,FALSE
17500,66,7.5,2.14277E+13,36.6,328239523,TRUE
17500,87,7.5,2.14277E+13,36.6,328239523,TRUE
17500,73,7.7,2.611E+12,49.7,1366417754,FALSE
17400,90,7.5,2.14277E+13,36.6,328239523,TRUE
17400,83,7.5,2.14277E+13,36.6,328239523,TRUE
17100,92,7.5,2.14277E+13,36.6,328239523,FALSE
16700,70,0.4,7.03082E+11,28.8,8574832,FALSE
16500,72,1.4,3.84563E+12,48.8,83132799,FALSE
16500,55,2.8,2.46489E+11,46.1,10669709,FALSE
16300,72,2.9,1.991E+13,59.2,1397715000,TRUE
16200,75,1.8,5.30833E+11,49.1,10285453,FALSE
16200,67,7.5,2.14277E+13,36.6,328239523,TRUE
16000,55,0.4,7.03082E+11,28.8,8574832,TRUE
15900,67,2.9,1.991E+13,59.2,1397715000,TRUE
15800,,1.4,3.84563E+12,48.8,83132799,FALSE
15800,,,,,,FALSE
15800,83,0.4,7.03082E+11,28.8,8574832,TRUE
15800,76,,,,,FALSE
15600,67,7.7,2.611E+12,49.7,1366417754,TRUE
15500,45,7.5,2.14277E+13,36.6,328239523,TRUE
15300,68,7.7,2.611E+12,49.7,1366417754,TRUE
15200,56,2.9,1.991E+13,59.2,1397715000,TRUE
14900,83,0.7,5.4365E+11,29.5,69625582,FALSE
14900,81,7.5,2.14277E+13,36.6,328239523,TRUE
14800,78,0.7,5.4365E+11,29.5,69625582,TRUE
14700,68,1.7,2.82711E+12,30.6,66834405,FALSE
14600,60,2.9,1.991E+13,59.2,1397715000,TRUE
14500,59,2.9,1.991E+13,59.2,1397715000,TRUE
14400,69,,57921286440,31.6,33580650,TRUE
14300,95,0.6,3.72063E+11,21,5703569,TRUE
14200,55,7.7,2.611E+12,49.7,1366417754,FALSE
14200,65,11.4,4.4812E+11,34.8,200963599,TRUE
14100,93,,,,,FALSE
14000,67,1.7,2.82711E+12,30.6,66834405,FALSE
13900,57,2.9,1.991E+13,59.2,1397715000,TRUE
13900,94,,,,,TRUE
13700,78,1.7,2.82711E+12,30.6,66834405,TRUE
13700,76,7.5,2.14277E+13,36.6,328239523,TRUE
13700,47,7.5,2.14277E+13,36.6,328239523,TRUE
13300,80,7.5,2.14277E+13,36.6,328239523,TRUE
13300,80,7.5,2.14277E+13,36.6,328239523,FALSE
13300,71,,,,,TRUE
13200,60,2.9,1.991E+13,59.2,1397715000,TRUE
13100,90,1.6,1.39268E+12,47.4,25766605,TRUE
12900,64,7.7,2.611E+12,49.7,1366417754,TRUE
12900,75,7.5,2.14277E+13,36.6,328239523,TRUE
12600,58,1.7,2.82711E+12,30.6,66834405,TRUE
12300,57,0.7,5.4365E+11,29.5,69625582,TRUE
12200,50,2.9,1.991E+13,59.2,1397715000,TRUE
12200,69,2.9,1.991E+13,59.2,1397715000,TRUE
12100,72,7.5,2.14277E+13,36.6,328239523,TRUE
12000,59,7.5,2.14277E+13,36.6,328239523,FALSE
11800,99,,,,,TRUE
11600,82,7.5,2.14277E+13,36.6,328239523,TRUE
11500,38,-1.9,4.21142E+11,15.9,9770529,TRUE
11500,73,1.4,3.84563E+12,48.8,83132799,TRUE
11500,73,1.4,3.84563E+12,48.8,83132799,TRUE
11400,59,2.9,1.991E+13,59.2,1397715000,TRUE
11400,50,7.5,2.14277E+13,36.6,328239523,TRUE
11300,74,7.5,2.14277E+13,36.6,328239523,TRUE
11300,69,0.8,3.95099E+11,25.3,9053300,TRUE
11300,62,1.6,1.39268E+12,47.4,25766605,FALSE
11300,57,0.4,7.03082E+11,28.8,8574832,TRUE
11100,88,0.6,2.00124E+12,59.1,60297396,TRUE
11100,72,4.1,3.51432E+11,29.2,58558270,FALSE
11000,58,,,,,TRUE
11000,51,2.9,1.991E+13,59.2,1397715000,TRUE
10900,83,7.5,2.14277E+13,36.6,328239523,FALSE
10900,85,7.5,2.14277E+13,36.6,328239523,TRUE
10900,67,3.6,1.25829E+12,55.1,126014024,FALSE
10700,93,7.5,2.14277E+13,36.6,328239523,FALSE
10600,81,7.5,2.14277E+13,36.6,328239523,TRUE
10600,73,3.7,1.83976E+12,65.1,212559417,TRUE
10500,57,4.5,1.69988E+12,46.2,144373535,TRUE
10500,39,2.9,1.991E+13,59.2,1397715000,TRUE
10500,45,-1.9,4.21142E+11,15.9,9770529,TRUE
10300,70,7.5,2.14277E+13,36.6,328239523,TRUE
10200,43,1.6,1.39268E+12,47.4,25766605,TRUE
10200,60,7.5,2.14277E+13,36.6,328239523,FALSE
10200,82,7.5,2.14277E+13,36.6,328239523,TRUE
10200,64,7.5,2.14277E+13,36.6,328239523,TRUE
10200,74,4.5,1.69988E+12,46.2,144373535,TRUE
10200,41,0.6,3.72063E+11,21,5703569,TRUE
10200,58,1.4,3.84563E+12,48.8,83132799,FALSE
10200,74,7.5,2.14277E+13,36.6,328239523,FALSE
10100,43,1.6,1.39268E+12,47.4,25766605,TRUE
10100,81,0.7,3.64702E+11,38.7,32447385,FALSE
10100,59,2.9,1.991E+13,59.2,1397715000,TRUE
10000,85,7.5,2.14277E+13,36.6,328239523,TRUE
9900,74,2.9,1.991E+13,59.2,1397715000,TRUE
9800,74,-1.9,4.21142E+11,15.9,9770529,TRUE
9800,80,0.4,7.03082E+11,28.8,8574832,FALSE
9800,51,1.1,2.71552E+12,60.7,67059887,FALSE
9800,53,1.1,2.71552E+12,60.7,67059887,FALSE
9800,55,1.1,2.71552E+12,60.7,67059887,FALSE
9800,75,1.8,5.30833E+11,49.1,10285453,TRUE
9700,63,4.5,1.69988E+12,46.2,144373535,TRUE
9700,59,0.4,2.029E+12,33.2,51709098,TRUE
9700,53,2.9,1.991E+13,59.2,1397715000,TRUE
9700,76,1.4,3.84563E+12,48.8,83132799,FALSE
9700,64,2.9,1.991E+13,59.2,1397715000,TRUE
9600,70,7.5,2.14277E+13,36.6,328239523,FALSE
9600,70,2.9,1.991E+13,59.2,1397715000,TRUE
9600,67,2.9,1.991E+13,59.2,1397715000,TRUE
9600,58,7.5,2.14277E+13,36.6,328239523,FALSE
9600,62,7.5,2.14277E+13,36.6,328239523,FALSE
9600,64,7.5,2.14277E+13,36.6,328239523,FALSE
9600,66,7.5,2.14277E+13,36.6,328239523,FALSE
9500,71,1.1,2.71552E+12,60.7,67059887,FALSE
9500,94,1.9,1.73643E+12,24.5,36991981,TRUE
9400,57,0.4,7.03082E+11,28.8,8574832,FALSE
9400,44,2.9,1.991E+13,59.2,1397715000,TRUE
9300,41,7.5,2.14277E+13,36.6,328239523,TRUE
9300,75,1.7,2.82711E+12,30.6,66834405,TRUE
9200,56,4.5,1.69988E+12,46.2,144373535,TRUE
9200,79,1.8,5.30833E+11,49.1,10285453,FALSE
9200,47,2.8,2.46489E+11,46.1,10669709,TRUE
9200,82,7.5,2.14277E+13,36.6,328239523,TRUE
9200,77,7.7,2.611E+12,49.7,1366417754,FALSE
9200,85,7.5,2.14277E+13,36.6,328239523,TRUE
9200,63,7.5,2.14277E+13,36.6,328239523,TRUE
9000,72,7.5,2.14277E+13,36.6,328239523,TRUE
9000,66,0.4,7.03082E+11,28.8,8574832,TRUE
9000,55,1.4,3.84563E+12,48.8,83132799,FALSE
9000,73,1.9,1.73643E+12,24.5,36991981,TRUE
9000,57,2.9,1.991E+13,59.2,1397715000,TRUE
8900,68,1.7,2.82711E+12,30.6,66834405,FALSE
8900,63,1.7,2.82711E+12,30.6,66834405,FALSE
8900,70,1.7,2.82711E+12,30.6,66834405,FALSE
8800,47,4.5,1.69988E+12,46.2,144373535,TRUE
8800,71,7.5,2.14277E+13,36.6,328239523,TRUE
8800,49,2.9,1.991E+13,59.2,1397715000,TRUE
8800,38,7.5,2.14277E+13,36.6,328239523,TRUE
8800,55,7.5,2.14277E+13,36.6,328239523,TRUE
8800,64,2.9,1.991E+13,59.2,1397715000,TRUE
8800,72,1.7,2.82711E+12,30.6,66834405,FALSE
8700,52,2.9,1.991E+13,59.2,1397715000,TRUE
8700,79,1.4,3.84563E+12,48.8,83132799,FALSE
8600,71,7.5,2.14277E+13,36.6,328239523,TRUE
8600,67,1.6,2.06929E+11,34.6,4841000,TRUE
8600,68,7.7,2.611E+12,49.7,1366417754,FALSE
8600,79,1.4,3.84563E+12,48.8,83132799,TRUE
8600,75,0.4,7.03082E+11,28.8,8574832,TRUE
8600,73,2.5,3.76796E+11,43.1,108116615,TRUE
8600,67,7.5,2.14277E+13,36.6,328239523,TRUE
8500,47,7.5,2.14277E+13,36.6,328239523,TRUE
8500,74,7.5,2.14277E+13,36.6,328239523,FALSE
8500,55,2.9,1.991E+13,59.2,1397715000,TRUE
8400,75,7.5,2.14277E+13,36.6,328239523,FALSE
8400,77,4.1,3.51432E+11,29.2,58558270,FALSE
8400,72,1.6,1.39268E+12,47.4,25766605,FALSE
8400,77,2.9,1.991E+13,59.2,1397715000,FALSE
8300,75,7.5,2.14277E+13,36.6,328239523,TRUE
8300,81,,7184844193,,38964,FALSE
8300,,0.4,7.03082E+11,28.8,8574832,FALSE
8200,75,,,,,TRUE
8200,61,4.5,1.69988E+12,46.2,144373535,TRUE
8200,62,11.4,4.4812E+11,34.8,200963599,FALSE
8200,79,7.5,2.14277E+13,36.6,328239523,TRUE
8200,91,7.7,2.611E+12,49.7,1366417754,FALSE
8200,68,2.9,1.991E+13,59.2,1397715000,TRUE
8200,41,2.9,1.991E+13,59.2,1397715000,FALSE
8100,69,1.1,2.71552E+12,60.7,67059887,FALSE
8100,66,1.1,2.71552E+12,60.7,67059887,FALSE
8100,65,7.5,2.14277E+13,36.6,328239523,TRUE
8100,58,1.1,2.71552E+12,60.7,67059887,FALSE
8100,54,0.4,7.03082E+11,28.8,8574832,TRUE
8000,39,7.5,2.14277E+13,36.6,328239523,TRUE
8000,66,4.5,1.69988E+12,46.2,144373535,TRUE
8000,93,7.5,2.14277E+13,36.6,328239523,TRUE
8000,85,7.5,2.14277E+13,36.6,328239523,TRUE
8000,60,7.5,2.14277E+13,36.6,328239523,TRUE
8000,58,2.8,2.46489E+11,46.1,10669709,TRUE
8000,76,,7184844193,,38964,FALSE
7900,52,7.5,2.14277E+13,36.6,328239523,TRUE
7900,52,2.9,1.991E+13,59.2,1397715000,TRUE
7900,71,7.5,2.14277E+13,36.6,328239523,FALSE
7900,54,0.4,2.029E+12,33.2,51709098,FALSE
7900,54,7.5,2.14277E+13,36.6,328239523,TRUE
7900,72,7.5,2.14277E+13,36.6,328239523,TRUE
7900,57,4.5,1.69988E+12,46.2,144373535,TRUE
7900,50,1.5,4.46315E+11,51.4,8877067,TRUE
7800,73,7.5,2.14277E+13,36.6,328239523,TRUE
7800,66,2.9,1.991E+13,59.2,1397715000,TRUE
7800,94,,,,,TRUE
7800,53,2.9,1.991E+13,59.2,1397715000,TRUE
7800,58,2.9,1.991E+13,59.2,1397715000,TRUE
7800,75,,,,,TRUE
7700,55,1.1,2.71552E+12,60.7,67059887,FALSE
7700,42,1.1,2.71552E+12,60.7,67059887,FALSE
7700,80,7.5,2.14277E+13,36.6,328239523,TRUE
7700,54,2.9,1.991E+13,59.2,1397715000,TRUE
7700,71,2.9,1.991E+13,59.2,1397715000,TRUE
7700,68,7.5,2.14277E+13,36.6,328239523,TRUE
7700,68,7.5,2.14277E+13,36.6,328239523,TRUE
7700,61,2.2,4.03336E+11,36.2,5347896,TRUE
7600,54,2.9,1.991E+13,59.2,1397715000,TRUE
7600,89,7.7,2.611E+12,49.7,1366417754,TRUE
7600,67,1.7,2.82711E+12,30.6,66834405,TRUE
7600,41,7.5,2.14277E+13,36.6,328239523,TRUE
7600,64,0.6,3.72063E+11,21,5703569,FALSE
7600,66,1.7,2.82711E+12,30.6,66834405,TRUE
7600,85,7.5,2.14277E+13,36.6,328239523,FALSE
7600,59,,,,,TRUE
7600,62,2.9,1.991E+13,59.2,1397715000,TRUE
7500,80,7.5,2.14277E+13,36.6,328239523,TRUE
7500,85,7.5,2.14277E+13,36.6,328239523,FALSE
7500,59,2.9,1.991E+13,59.2,1397715000,TRUE
7500,68,7.5,2.14277E+13,36.6,328239523,TRUE
7500,79,7.5,2.14277E+13,36.6,328239523,TRUE
7500,52,0.6,3.72063E+11,21,5703569,TRUE
7400,80,7.5,2.14277E+13,36.6,328239523,TRUE
7400,70,1.7,2.82711E+12,30.6,66834405,FALSE
7400,59,2.9,1.991E+13,59.2,1397715000,TRUE
7400,71,0.6,3.72063E+11,21,5703569,FALSE
7400,72,7.5,2.14277E+13,36.6,328239523,TRUE
7400,62,9.2,3.03175E+11,44.4,100388073,FALSE
7400,81,7.5,2.14277E+13,36.6,328239523,TRUE
7300,91,7.7,2.611E+12,49.7,1366417754,FALSE
7300,59,4.5,1.69988E+12,46.2,144373535,TRUE
7300,50,0.8,3.48078E+11,23.8,5818553,FALSE
7300,63,2.5,3.76796E+11,43.1,108116615,FALSE
7300,55,2.9,1.991E+13,59.2,1397715000,TRUE
7200,65,7.5,2.14277E+13,36.6,328239523,TRUE
7200,72,,,,,TRUE
7200,68,7.5,2.14277E+13,36.6,328239523,TRUE
7200,79,7.5,2.14277E+13,36.6,328239523,TRUE
7200,78,7.5,2.14277E+13,36.6,328239523,TRUE
7200,41,-1.9,4.21142E+11,15.9,9770529,TRUE
7200,61,0.5,5.08177E+12,46.7,126226568,FALSE
7200,77,2.9,1.991E+13,59.2,1397715000,TRUE
7100,79,7.5,2.14277E+13,36.6,328239523,TRUE
7100,76,1.5,4.46315E+11,51.4,8877067,TRUE
7100,61,7.5,2.14277E+13,36.6,328239523,FALSE
7100,66,2.9,1.991E+13,59.2,1397715000,TRUE
7100,72,0.4,7.03082E+11,28.8,8574832,FALSE
7100,94,0.6,3.72063E+11,21,5703569,FALSE
7100,71,2.9,1.991E+13,59.2,1397715000,TRUE
7000,58,7.5,2.14277E+13,36.6,328239523,TRUE
7000,37,1.7,2.82711E+12,30.6,66834405,TRUE
7000,41,1.7,2.82711E+12,30.6,66834405,TRUE
7000,77,7.5,2.14277E+13,36.6,328239523,TRUE
7000,80,7.7,2.611E+12,49.7,1366417754,FALSE
7000,83,7.5,2.14277E+13,36.6,328239523,TRUE
7000,74,,,,,FALSE
7000,55,7.7,2.611E+12,49.7,1366417754,FALSE
7000,58,7.7,2.611E+12,49.7,1366417754,FALSE
7000,69,7.5,2.14277E+13,36.6,328239523,TRUE
7000,67,7.5,2.14277E+13,36.6,328239523,TRUE
7000,71,7.5,2.14277E+13,36.6,328239523,TRUE
6900,62,3.6,1.25829E+12,55.1,126014024,FALSE
6900,87,7.5,2.14277E+13,36.6,328239523,FALSE
6900,89,7.5,2.14277E+13,36.6,328239523,FALSE
6900,55,7.5,2.14277E+13,36.6,328239523,TRUE
6900,58,2.9,1.991E+13,59.2,1397715000,TRUE
6900,80,7.5,2.14277E+13,36.6,328239523,TRUE
6900,54,0.7,1.39412E+12,47,47076781,FALSE
6900,68,7.5,2.14277E+13,36.6,328239523,FALSE
6800,59,7.5,2.14277E+13,36.6,328239523,FALSE
6800,86,0.6,2.00124E+12,59.1,60297396,TRUE
6800,55,1.7,2.82711E+12,30.6,66834405,TRUE
6800,40,7.5,2.14277E+13,36.6,328239523,FALSE
6800,53,7.5,2.14277E+13,36.6,328239523,FALSE
6800,58,7.5,2.14277E+13,36.6,328239523,FALSE
6800,61,7.5,2.14277E+13,36.6,328239523,TRUE
6800,94,7.5,2.14277E+13,36.6,328239523,TRUE
6800,53,7.5,2.14277E+13,36.6,328239523,TRUE
6800,61,7.5,2.14277E+13,36.6,328239523,TRUE
6800,65,4.5,1.69988E+12,46.2,144373535,TRUE
6800,58,2.9,1.991E+13,59.2,1397715000,TRUE
6800,61,7.5,2.14277E+13,36.6,328239523,FALSE
6700,72,7.5,2.14277E+13,36.6,328239523,TRUE
6700,56,1.7,2.82711E+12,30.6,66834405,TRUE
6700,75,0.8,3.48078E+11,23.8,5818553,FALSE
6700,47,0.8,3.48078E+11,23.8,5818553,FALSE
6700,44,0.8,3.48078E+11,23.8,5818553,FALSE
6700,80,0.6,2.00124E+12,59.1,60297396,FALSE
6700,55,2.9,1.991E+13,59.2,1397715000,TRUE
6700,60,2.9,1.991E+13,59.2,1397715000,TRUE
6700,54,0.4,7.03082E+11,28.8,8574832,FALSE
6700,55,1.1,2.71552E+12,60.7,67059887,TRUE
6700,72,7.5,2.14277E+13,36.6,328239523,TRUE
6700,84,7.5,2.14277E+13,36.6,328239523,FALSE
6700,83,7.5,2.14277E+13,36.6,328239523,TRUE
6700,92,7.5,2.14277E+13,36.6,328239523,TRUE
6700,71,7.5,2.14277E+13,36.6,328239523,TRUE
6700,39,0.8,3.48078E+11,23.8,5818553,FALSE
6700,81,7.5,2.14277E+13,36.6,328239523,TRUE
6700,65,2.9,1.991E+13,59.2,1397715000,TRUE
6600,47,0.4,7.03082E+11,28.8,8574832,FALSE
6600,68,7.5,2.14277E+13,36.6,328239523,FALSE
6600,70,7.5,2.14277E+13,36.6,328239523,FALSE
6600,67,7.5,2.14277E+13,36.6,328239523,FALSE
6600,78,7.5,2.14277E+13,36.6,328239523,TRUE
6600,63,7.5,2.14277E+13,36.6,328239523,TRUE
6600,47,1.4,3.84563E+12,48.8,83132799,FALSE
6500,80,7.5,2.14277E+13,36.6,328239523,TRUE
6500,58,7.5,2.14277E+13,36.6,328239523,FALSE
6500,91,,,,,TRUE
6500,93,7.5,2.14277E+13,36.6,328239523,FALSE
6500,84,1.7,2.82711E+12,30.6,66834405,TRUE
6500,81,,7184844193,,38964,TRUE
6500,51,0.4,7.03082E+11,28.8,8574832,TRUE
6400,71,1.8,5.30833E+11,49.1,10285453,TRUE
6400,62,7.5,2.14277E+13,36.6,328239523,TRUE
6400,69,7.5,2.14277E+13,36.6,328239523,TRUE
6400,59,2.9,1.991E+13,59.2,1397715000,TRUE
6400,60,1.1,2.71552E+12,60.7,67059887,TRUE
6400,56,,7184844193,,38964,TRUE
6400,90,3.5,3.23803E+11,71.2,50339443,TRUE
6400,88,7.5,2.14277E+13,36.6,328239523,TRUE
6300,77,1.7,2.82711E+12,30.6,66834405,FALSE
6300,58,2.9,1.991E+13,59.2,1397715000,TRUE
6300,66,1.7,2.82711E+12,30.6,66834405,TRUE
6300,85,1.1,2.71552E+12,60.7,67059887,FALSE
6300,59,2.9,1.991E+13,59.2,1397715000,TRUE
6300,96,0.8,3.95099E+11,25.3,9053300,TRUE
6200,59,3.6,1.25829E+12,55.1,126014024,FALSE
6200,85,1.8,5.30833E+11,49.1,10285453,TRUE
6200,89,2.6,9.0907E+11,41.2,17332850,TRUE
6200,59,2.9,1.991E+13,59.2,1397715000,TRUE
6200,59,2.9,1.991E+13,59.2,1397715000,TRUE
6200,51,2.9,1.991E+13,59.2,1397715000,TRUE
6200,60,2.2,5.92164E+11,40.8,37970874,TRUE
6100,69,11.4,4.4812E+11,34.8,200963599,TRUE
6100,58,7.5,2.14277E+13,36.6,328239523,TRUE
6100,79,1.4,3.84563E+12,48.8,83132799,FALSE
6100,72,1.4,3.84563E+12,48.8,83132799,FALSE
6100,81,,,,,FALSE
6100,65,,,,,TRUE
6100,53,,,,,TRUE
6000,64,4.5,1.69988E+12,46.2,144373535,TRUE
6000,46,1.5,4.46315E+11,51.4,8877067,TRUE
6000,85,7.5,2.14277E+13,36.6,328239523,TRUE
6000,74,1.9,1.73643E+12,24.5,36991981,TRUE
6000,63,7.5,2.14277E+13,36.6,328239523,TRUE
6000,65,7.7,2.611E+12,49.7,1366417754,TRUE
6000,88,0.7,5.4365E+11,29.5,69625582,FALSE
6000,86,,,,,TRUE
6000,92,0.8,3.95099E+11,25.3,9053300,TRUE
6000,76,7.5,2.14277E+13,36.6,328239523,TRUE
6000,71,7.5,2.14277E+13,36.6,328239523,TRUE
6000,85,7.5,2.14277E+13,36.6,328239523,TRUE
5900,60,2.9,1.991E+13,59.2,1397715000,TRUE
5900,93,0.7,5.4365E+11,29.5,69625582,FALSE
5900,61,7.5,2.14277E+13,36.6,328239523,TRUE
5900,62,7.5,2.14277E+13,36.6,328239523,TRUE
5900,66,2.9,1.991E+13,59.2,1397715000,FALSE
5800,58,7.5,2.14277E+13,36.6,328239523,TRUE
5800,75,0.8,3.48078E+11,23.8,5818553,FALSE
5800,70,7.5,2.14277E+13,36.6,328239523,TRUE
5700,56,7.9,1.53781E+11,45.2,44385155,TRUE
5700,88,7.5,2.14277E+13,36.6,328239523,TRUE
5700,76,,,,,TRUE
5700,93,1.9,1.73643E+12,24.5,36991981,FALSE
5700,71,1.8,5.30833E+11,49.1,10285453,FALSE
5700,77,0.4,7.03082E+11,28.8,8574832,FALSE
5700,83,,,,,FALSE
5700,51,7.5,2.14277E+13,36.6,328239523,FALSE
5700,59,7.5,2.14277E+13,36.6,328239523,FALSE
5700,56,7.5,2.14277E+13,36.6,328239523,FALSE
5600,41,0.2,2.09853E+11,51.9,10716322,FALSE
5600,79,7.5,2.14277E+13,36.6,328239523,FALSE
5600,52,2.9,1.991E+13,59.2,1397715000,TRUE
5600,81,7.7,2.611E+12,49.7,1366417754,FALSE
5600,87,7.5,2.14277E+13,36.6,328239523,TRUE
5600,56,2.9,1.991E+13,59.2,1397715000,TRUE
5600,65,7.5,2.14277E+13,36.6,328239523,FALSE
5600,69,7.5,2.14277E+13,36.6,328239523,FALSE
5600,51,0.8,3.95099E+11,25.3,9053300,TRUE
5600,65,0.4,2.029E+12,33.2,51709098,TRUE
5600,59,2.9,1.991E+13,59.2,1397715000,TRUE
5500,73,7.5,2.14277E+13,36.6,328239523,FALSE
5500,65,7.5,2.14277E+13,36.6,328239523,FALSE
5500,66,,,,,TRUE
5500,32,7.5,2.14277E+13,36.6,328239523,TRUE
5500,34,7.5,2.14277E+13,36.6,328239523,TRUE
5500,93,7.5,2.14277E+13,36.6,328239523,TRUE
5500,77,0.6,2.00124E+12,59.1,60297396,FALSE
5500,58,7.5,2.14277E+13,36.6,328239523,FALSE
5500,95,1.9,1.73643E+12,24.5,36991981,FALSE
5500,68,2.9,1.991E+13,59.2,1397715000,TRUE
5500,81,1.4,3.84563E+12,48.8,83132799,TRUE
5500,58,1.4,3.84563E+12,48.8,83132799,FALSE
5500,66,7.5,2.14277E+13,36.6,328239523,TRUE
5500,78,7.5,2.14277E+13,36.6,328239523,FALSE
5500,57,,,,,TRUE
